num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,E2E_time,E2E_throughput
1,384,4,1.0,793011,3,12,"Strong scaling - 1 worker, 4 cores, 4 total cores",35.258,1996.3128935277098,34500,22383,234,70386,66715648,50.218,5263.789876140029,197816,60319,2772,264337,262580224,88.066,5203.915245384143,312277,103567,3763,458288,458444800,270.3426287174225,2933.3553637554523
