num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,E2E_time,E2E_throughput
8,48,4,0.5,396505,4,51,"Weak scaling - 8 workers, 4 cores each, 50% dataset",6.947,828.846984309774,6604,4121,80,5758,8454144,7.166,3406.2238347753278,26919,16660,451,24409,33816576,7.598,26903.26401684654,120512,45756,2037,204411,169082880,8.096,25967.885375494072,162471,54766,1693,210236,215487769,83.4041588306427,4754.019530430466
