num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,stage4_time,stage4_throughput,stage4_executorRunTime,stage4_executorCpuTime,stage4_jvmGCTime,stage4_recordsRead,stage4_bytesRead,E2E_time,E2E_throughput
4,96,32,1.0,793011,5,189,4 workers with 32 cores each,5.021,578.9683330013942,4728,2703,63,2907,4259840,4.822,2463.708004977188,16153,9569,185,11880,17039360,3.886,27215.645908389088,69934,67037,869,105760,85196800,15.608,25939.069707842133,1378396,1265010,10624,404857,423993338,10.754,24884.415101357634,568368,552336,4037,267607,268648436,126.04483795166016,6291.499222714143
