num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,E2E_time,E2E_throughput
2,192,4,1.0,793011,3,24,"Strong scaling - 2 workers, 4 cores each, 8 total cores",19.769,1227.831453285447,19188,12572,81,24273,33423360,18.74,8867.502668089648,68192,39806,692,166177,133693440,67.203,8966.281267205333,457202,158544,5634,602561,622132227,183.86499738693237,4313.006886956075
