num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,E2E_time,E2E_throughput
8,48,4,1.0,793011,4,96,"Strong scaling - 8 workers, 4 cores each, 32 total cores",6.781,849.1372953841617,6493,4128,78,5758,8454144,6.853,3561.797752808989,23875,15297,267,24409,33816576,8.347,24489.15778123877,127620,48883,1876,204411,169082880,19.674,28384.314323472605,499940,144557,5285,558433,587284299,146.8410677909851,5400.4714888669905
