num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,E2E_time,E2E_throughput
4,96,4,0.25,198252,3,14,"Weak scaling - 4 workers, 4 cores each, 25% dataset",11.065,1077.541798463624,10625,6840,82,11923,16777216,10.887,7712.225590153394,37109,23796,233,83963,67108864,11.112,13980.021598272138,81117,42867,808,155346,150994944,56.44813370704651,3512.1090278889396
