num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,E2E_time,E2E_throughput
4,96,4,1.0,793011,4,48,"Strong scaling - 4 workers, 4 cores each, 16 total cores",10.857,1098.1855024408217,10400,6582,83,11923,16777216,10.777,7790.943676347778,36939,24108,257,83963,67108864,21.129,16083.771120261252,245816,83595,3280,339834,331229705,22.417,15938.394968104561,272213,95198,2275,357291,377246738,162.9986720085144,4865.13779669675
