num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,stage4_time,stage4_throughput,stage4_executorRunTime,stage4_executorCpuTime,stage4_jvmGCTime,stage4_recordsRead,stage4_bytesRead,E2E_time,E2E_throughput
16,24,4,1.0,793011,5,189,"Weak scaling - 16 workers, 4 cores each, 100% dataset",4.668,622.7506426735218,4364,2459,56,2907,4259840,4.963,2393.7134797501512,18074,11140,188,11880,17039360,5.012,21101.356743814846,74535,39607,887,105760,85196800,8.369,48375.79161190106,393392,106585,4670,404857,423993338,4.755,56279.07465825447,255804,77908,2767,267607,268648436,130.03641390800476,6098.376417555021
