num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,stage4_time,stage4_throughput,stage4_executorRunTime,stage4_executorCpuTime,stage4_jvmGCTime,stage4_recordsRead,stage4_bytesRead,E2E_time,E2E_throughput
1,384,128,1.0,793011,5,189,Single worker with 128 cores,6.189,469.70431410567136,5867,3839,67,2907,4259840,4.002,2968.5157421289355,15392,15272,76,11880,17039360,18.609,5683.271535278628,328632,322367,3105,105760,85196800,95.521,4238.408308120727,8278579,8129751,94195,404857,423993338,62.183,4303.539552610842,3307190,3271905,22034,267607,268648436,268.52994322776794,2953.156696299472
