num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,stage2_time,stage2_throughput,stage2_executorRunTime,stage2_executorCpuTime,stage2_jvmGCTime,stage2_recordsRead,stage2_bytesRead,stage3_time,stage3_throughput,stage3_executorRunTime,stage3_executorCpuTime,stage3_jvmGCTime,stage3_recordsRead,stage3_bytesRead,stage4_time,stage4_throughput,stage4_executorRunTime,stage4_executorCpuTime,stage4_jvmGCTime,stage4_recordsRead,stage4_bytesRead,E2E_time,E2E_throughput
16,24,4,1.0,793011,5,189,"Strong scaling - 16 workers, 4 cores each, 64 total cores",5.018,579.3144679155042,4651,2798,63,2907,4259840,4.924,2412.672623883022,18070,11381,194,11880,17039360,4.81,21987.52598752599,71396,39346,863,105760,85196800,8.463,47838.47335460239,395632,110548,4742,404857,423993338,4.786,55914.54241537819,253669,77477,2789,267607,268648436,134.3986804485321,5900.437395318648
