num_workers,mem_per_worker,cores_per_worker,dataset_scale,num_rows,num_stages,num_tasks,remark,stage0_time,stage0_throughput,stage0_executorRunTime,stage0_executorCpuTime,stage0_jvmGCTime,stage0_recordsRead,stage0_bytesRead,stage1_time,stage1_throughput,stage1_executorRunTime,stage1_executorCpuTime,stage1_jvmGCTime,stage1_recordsRead,stage1_bytesRead,E2E_time,E2E_throughput
2,192,4,0.125,99126,2,5,"Weak scaling - 2 workers, 4 cores each, 12.5% dataset",19.472,1246.5591618734593,18912,12037,132,24273,33423360,18.71,8881.72100481026,67833,38970,734,166177,133693440,49.985501527786255,1983.0950369658133
